SHELL,100,0.000020
KNUTH,100,0.000016
CIURA,100,0.000016
SHELL,1000,0.000333
KNUTH,1000,0.000238
CIURA,1000,0.000289
SHELL,10000,0.007675
KNUTH,10000,0.003719
CIURA,10000,0.003503
SHELL,100000,0.207157
KNUTH,100000,0.055326
CIURA,100000,0.046868
SHELL,1000000,7.156472
KNUTH,1000000,0.919919
CIURA,1000000,0.680279
